dop_log_number,project,gear_type,year,month,serial_number,date,station,region,species,time,depth,temp_surf,cond_surf,ppt_surf,temp_bottom,cond_bottom,ppt_bott,secchi,turbidity,total_body_weight,gut_contents,fork_length,total_gut_content_weight,sum_of_number_of_prey,sum_of_final_wet_weight,gut_fullness,fullness_rank,digestion_rank,acanthocyclops,acartiella,acartiella_copepodid,barnacle_nauplii,bosmina,calanoid_copepodid,ceriodaphnia,chironomid_larvae,clams,copepod_nauplii,corophium_type,crab_zoea,cumaceans,cyclopoid_copepodid,daphnia,diaphanosoma,diaptomus_copepodid,eurytemora_copepodid,eurytemora_spp,gammarus_type,harpacticoids,hyperacanthomysis_longirostris,isopods,limnoithona_juvenile,limnoithona_spp,nippoleucon_hinumensis,oithona_davisae,ostracods,other_cladocera,other_cyclopoid,other_malacostraca,other_rotifer,other_zooplankton,palaemon,pseudodiaptomus_copepodid,pseudodiaptomus_forbesi,pseudodiaptomus_marinus,pseudodiaptomus_nauplii,pseudodiaptomus_spp,sinocalanus,sinocalanus_copepodid,sinocalanus_nauplii,terrestrial_invertebrates,tortanus_copepodid,tortanus_dextrilobatus,tridentiger_spp,unid_amphipod,un_id_calanoid,un_id_cladocera,unid_copepod,un_id_cyclopoid,unid_fish,unid_mysids
93,EDSM,KDTR,2017,11,0180,2017-11-27T00:00:00Z,18-18-SM01,Suisun Bay/Marsh,delta smelt,1899-12-31T09:34:00Z,8.1,14.399999619999999,8434,4.6725679740106,NA,NA,NA,31.9999993,38.29999924,1.3346,Y,57,NA,265,0.005840499999999999,0.4376217593286377,3,2,67,0,0,0,0,1,0,0,0,0,0,0,0,166,2,0,0,2,18,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
94,EDSM,KDTR,2017,11,0181,2017-11-27T00:00:00Z,18-18-SM01,Suisun Bay/Marsh,delta smelt,1899-12-31T09:53:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5447,Y,70,NA,234,0.0050425,0.19815695366840885,3,2,46,0,1,0,0,1,0,0,0,0,0,0,0,152,1,0,0,4,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
95,EDSM,KDTR,2017,11,0182,2017-11-28T00:00:00Z,18-18-SBM02,Suisun Bay/Marsh,delta smelt,1899-12-31T08:32:00Z,5.6,14,10196,5.7336823953534,NA,NA,NA,63.9999986,16.89999962,0.9937,Y,57,NA,108,0.004317019159116038,0.43443888086102833,4,3,22,0,0,0,0,0,0,0,0,0,0,0,1,24,47,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,EDSM,KDTR,2017,11,0183,2017-11-28T00:00:00Z,18-18-HB01,Suisun Bay/Marsh,delta smelt,1899-12-31T09:29:00Z,18.7,14.19999981,5364,2.87102971862117,NA,NA,NA,52.9999971,26,0.9431,Y,54,0.00281,210,0.0026555,0.28157141342381503,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,172,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
97,EDSM,KDTR,2018,7,0064,2018-07-05T00:00:00Z,18-49-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T12:37:00Z,2.6,22.39999962,507,0.229115947913497,NA,NA,NA,34.0000004,38.29999924,0.4786,Y,44,0.00262,14,5.805552921522113e-4,0.12130281908738223,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,EDSM,KDTR,2018,7,0065,2018-07-05T00:00:00Z,18-49-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T12:37:00Z,2.6,22.39999962,507,0.229115947913497,NA,NA,NA,34.0000004,38.29999924,0.3533,Y,35,0.00187,14,7.617796388145443e-4,0.21561835233924265,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
99,EDSM,KDTR,2018,7,0066,2018-07-05T00:00:00Z,18-49-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T12:52:00Z,10,22,515,0.232987791178343,NA,NA,NA,31.9999993,40.20000076,0.4281,Y,42,0.00306,6,2.3468955867296764e-4,0.054821200344070925,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,EDSM,KDTR,2018,7,0067,2018-07-05T00:00:00Z,18-49-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T12:52:00Z,10,22,515,0.232987791178343,NA,NA,NA,31.9999993,40.20000076,0.4901,Y,43,0.00325,18,0.0011357,0.23172821873087124,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
101,EDSM,KDTR,2018,7,0068,2018-07-09T00:00:00Z,18-50-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T08:55:00Z,9.6,22.799999239999998,690,0.318658897235948,NA,NA,NA,31.0000002,39.20000076,0.479,Y,44,0.00238,9,4.61e-4,0.09624217118997913,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
102,EDSM,KDTR,2018,7,0069,2018-07-18T00:00:00Z,18-51-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T08:16:00Z,11.18,23.700000760000002,683,0.315199361444875,NA,NA,NA,23.9999995,44.29999924,0.711,Y,46,0.00337,3,4.751411746838285e-5,0.006682716943513764,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,EDSM,KDTR,2018,7,0070,2018-07-19T00:00:00Z,18-51-LSSC04,Sac DW Ship Channel,delta smelt,1899-12-31T10:11:00Z,10.1,23.5,539,0.244628640506488,NA,NA,NA,31.0000002,48.29999924,0.8499,Y,48,0.00506,134,0.005952656469873531,0.7003949252704472,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,30,8,0,4,0,62,2,0,0,0,0,0,0,0,1,0,0,0,0
104,EDSM,KDTR,2018,7,0071,2018-07-23T00:00:00Z,18-52-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:12:00Z,11,24.10000038,713,0.330043388921901,NA,NA,NA,38.9999986,34,0.8703,Y,48,0.00363,51,3.2821411746838285e-4,0.037712756229849806,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,EDSM,KDTR,2018,7,0072,2018-07-23T00:00:00Z,18-52-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T11:34:00Z,10,24.10000038,708,0.327566248599554,NA,NA,NA,36.0000014,33.09999847,0.7034,Y,48,NA,1,5.49e-5,0.007804947398350867,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,EDSM,KDTR,2018,7,0073,2018-07-24T00:00:00Z,18-52-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T08:57:00Z,11.2,23.299999239999998,266,0.114879537755475,NA,NA,NA,49.000001,28.299999239999998,1.0844,Y,50,0.01069,72,0.0032042,0.29548137218738474,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,28,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
107,EDSM,KDTR,2018,7,0074,2018-07-24T00:00:00Z,18-52-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T08:57:00Z,11.2,23.299999239999998,266,0.114879537755475,NA,NA,NA,49.000001,28.299999239999998,0.8169,Y,45,0.00495,50,0.002870037782073644,0.35133281700007885,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,5,18,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0
108,EDSM,KDTR,2018,7,0075,2018-07-24T00:00:00Z,18-52-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T08:57:00Z,11.2,23.299999239999998,266,0.114879537755475,NA,NA,NA,49.000001,28.299999239999998,0.7457,Y,44,0.00416,3,8.23e-5,0.011036609896741316,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,EDSM,KDTR,2018,7,0076,2018-07-24T00:00:00Z,18-52-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T09:16:00Z,9.8,23.299999239999998,275.2999878,0.119183153616621,NA,NA,NA,44.9999988,29.200000760000002,0.8332,Y,47,0.00446,47,0.0019317,0.231841094575132,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,14,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
110,EDSM,KDTR,2018,8,0077,2018-08-01T00:00:00Z,19-01-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:41:00Z,11.3,23.89999962,755,0.350899395443816,NA,NA,NA,43.0000007,28.799999239999998,0.829,Y,47,0.00745,972,0.007336,0.8849215922798551,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,39,883,0,0,0,0,11,0,0,0,0,1,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0
111,EDSM,KDTR,2018,8,0078,2018-08-01T00:00:00Z,19-01-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:41:00Z,11.3,23.89999962,755,0.350899395443816,NA,NA,NA,43.0000007,28.799999239999998,0.9621,Y,52,0.00521,5,2.8e-5,0.002910300384575408,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,EDSM,KDTR,2018,8,0079,2018-08-01T00:00:00Z,19-01-USSC03,Sac DW Ship Channel,delta smelt,1899-12-31T10:49:00Z,10.7,24.10000038,828,0.387343748463524,NA,NA,NA,50,23.799999239999998,0.5771,Y,47,0.0032,113,0.0012589,0.2181424363195287,2,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,76,0,0,0,0,3,0,0,0,0,8,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
113,EDSM,KDTR,2018,8,0080,2018-08-01T00:00:00Z,19-01-USSC03,Sac DW Ship Channel,delta smelt,1899-12-31T11:17:00Z,14.9,24.10000038,836,0.391351970621225,NA,NA,NA,51.9999981,20.60000038,0.7975,Y,50,0.00495,28,1.93e-4,0.02420062695924765,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,EDSM,KDTR,2018,8,0081,2018-08-08T00:00:00Z,19-02-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:56:00Z,9.2,23.10000038,567,0.25825601000187,NA,NA,NA,38.9999986,31.799999239999998,0.7599,Y,46,NA,30,0.0011605,0.1527174628240558,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,11,0,1,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0
115,EDSM,KDTR,2018,8,0082,2018-08-08T00:00:00Z,19-02-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:56:00Z,9.2,23.10000038,567,0.25825601000187,NA,NA,NA,38.9999986,31.799999239999998,0.6321,Y,45,0.00909,14,0.002873007115662304,0.4545178161149033,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,EDSM,KDTR,2018,8,0083,2018-08-14T00:00:00Z,19-03-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:17:00Z,9.9,22.700000760000002,329.8999939,0.144646718882184,NA,NA,NA,64.9999976,19.10000038,0.7308,Y,48,0.00317,12,2.518e-4,0.03445539135194308,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,EDSM,KDTR,2018,8,0084,2018-08-14T00:00:00Z,19-03-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:17:00Z,9.9,22.700000760000002,329.8999939,0.144646718882184,NA,NA,NA,64.9999976,19.10000038,0.4666,Y,40,NA,125,0.0014254000000000003,0.3054864980711531,3,3,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,3,0,0,0,0,18,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,EDSM,KDTR,2018,8,0085,2018-08-14T00:00:00Z,19-03-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:17:00Z,9.9,22.700000760000002,329.8999939,0.144646718882184,NA,NA,NA,64.9999976,19.10000038,0.6895,Y,48,0.0051,141,0.003649,0.5292240754169688,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,82,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
119,EDSM,KDTR,2018,8,0086,2018-08-14T00:00:00Z,19-03-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:17:00Z,9.9,22.700000760000002,329.8999939,0.144646718882184,NA,NA,NA,64.9999976,19.10000038,0.7448,Y,47,0.00546,43,8.294e-4,0.11135875402792696,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,EDSM,KDTR,2018,8,0087,2018-08-14T00:00:00Z,19-03-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T09:17:00Z,9.9,22.700000760000002,329.8999939,0.144646718882184,NA,NA,NA,64.9999976,19.10000038,0.5256,Y,44,NA,68,0.003947807115662304,0.751104854578064,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,3,0,0,0,0,30,15,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,EDSM,KDTR,2018,8,0088,2018-08-20T00:00:00Z,19-04-LSSC03,Sac DW Ship Channel,delta smelt,1899-12-31T09:59:00Z,10.1,22.60000038,580,0.264599377763647,NA,NA,NA,21.9999999,49.90000153,0.638,Y,44,0.00474,34,3.275e-4,0.051332288401253916,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,EDSM,KDTR,2018,8,0089,2018-08-20T00:00:00Z,19-04-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T10:44:00Z,10.4,22.39999962,406.7000122,0.180962057524037,NA,NA,NA,40.0000006,34.29999924,0.516,Y,43,0.00419,95,7.877e-4,0.15265503875968991,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,1,0,0,0,0,34,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,EDSM,KDTR,2018,8,0090,2018-08-20T00:00:00Z,19-04-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T10:59:00Z,10.4,22.700000760000002,394.7999878,0.175300775508275,NA,NA,NA,37.9999995,31.799999239999998,0.6743,Y,47,0.0035,95,0.0011633,0.17251965000741507,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,17,0,0,1,0,1,0,0,0,0,28,1,0,33,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
124,EDSM,KDTR,2018,8,0091,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:03:00Z,4.2,21.39999962,325.1000061,0.142395464584079,NA,NA,NA,31.0000002,30.60000038,0.8433,Y,50,NA,1166,0.011616399999999999,1.3774931815486775,4,3,0,0,0,0,0,158,0,0,0,58,0,0,0,0,0,2,0,0,0,0,4,0,0,2,30,0,0,2,0,4,0,0,0,0,406,20,0,436,0,6,8,4,0,0,0,0,0,0,2,24,0,0,0
125,EDSM,KDTR,2018,8,0092,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:18:00Z,5.5,21.5,321,0.140474363359007,NA,NA,NA,40.0000006,29.39999962,0.9046,Y,48,NA,526,0.008520499999999999,0.9419080256466945,4,4,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,2,23,0,0,0,1,0,0,0,0,0,238,29,0,119,0,17,4,1,0,0,0,0,0,0,3,38,0,0,0
126,EDSM,KDTR,2018,8,0093,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:18:00Z,5.5,21.5,321,0.140474363359007,NA,NA,NA,40.0000006,29.39999962,0.9268,Y,50,0.01011,702,0.0078334,0.8452093223996547,4,4,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,2,0,2,0,0,0,0,138,26,0,188,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
127,EDSM,KDTR,2018,8,0094,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:18:00Z,5.5,21.5,321,0.140474363359007,NA,NA,NA,40.0000006,29.39999962,0.7985,Y,47,0.0058,264,0.0051308000000000005,0.6425547902316845,3,4,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,99,49,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
128,EDSM,KDTR,2018,8,0095,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:18:00Z,5.5,21.5,321,0.140474363359007,NA,NA,NA,40.0000006,29.39999962,0.5114,Y,44,0.00652,368,0.0052829,1.0330269847477513,4,4,0,0,0,0,0,8,0,1,0,49,0,0,0,0,0,59,1,0,0,0,2,0,0,5,53,0,0,0,0,1,0,0,0,0,44,4,0,105,0,21,3,2,0,0,0,0,0,2,2,6,0,0,0
129,EDSM,KDTR,2018,8,0096,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:18:00Z,5.5,21.5,321,0.140474363359007,NA,NA,NA,40.0000006,29.39999962,0.7803,Y,47,0.00654,254,0.00889015494007444,1.1393252518357604,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,46,28,0,5,0,47,3,0,0,0,0,0,0,3,2,12,0,0,2
130,EDSM,KDTR,2018,8,0097,2018-08-27T00:00:00Z,19-05-LSSC05,Sac DW Ship Channel,delta smelt,1899-12-31T13:18:00Z,5.5,21.5,321,0.140474363359007,NA,NA,NA,40.0000006,29.39999962,0.7065,Y,48,0.00125,663,0.004559614117468383,0.6453806252609176,4,4,0,0,0,0,0,24,0,0,0,428,0,0,0,0,0,4,1,0,0,0,0,0,0,7,16,0,0,2,0,0,0,0,3,0,19,9,0,81,0,1,0,3,0,0,0,0,0,5,4,55,0,0,1
131,EDSM,KDTR,2018,9,0098,2018-09-10T00:00:00Z,19-07-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:15:00Z,10.2,21.39999962,395.7999878,0.175776054021591,NA,NA,NA,36.0000014,29.60000038,0.9377,Y,55,0.00948,169,0.0029073000000000002,0.3100458568838648,3,4,0,0,0,0,0,19,0,0,0,49,0,0,0,0,0,1,0,0,0,0,3,0,0,3,22,0,0,0,1,0,0,0,3,0,16,8,0,19,0,15,5,0,0,0,0,0,0,0,0,5,0,0,0
132,EDSM,KDTR,2018,9,0099,2018-09-10T00:00:00Z,19-07-LSSC02,Sac DW Ship Channel,delta smelt,1899-12-31T11:15:00Z,10.2,21.39999962,395.7999878,0.175776054021591,NA,NA,NA,36.0000014,29.60000038,0.9121,Y,52,0.009,117,0.004514699999999999,0.4949786207652669,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,5,0,3,0,44,16,0,0,0,0,0,0,0,0,0,0,0,0
133,EDSM,KDTR,2018,7,0150,2018-07-09T00:00:00Z,18-50-LSSC01,Sac DW Ship Channel,delta smelt,1899-12-31T08:39:00Z,9.5,22.799999239999998,681,0.314211384184789,NA,NA,NA,36.0000014,36.59999847,1.1338,Y,49,0.00363,4,1.6081411746838285e-4,0.014183640630480054,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
134,EDSM,KDTR,2018,7,0184,2018-07-17T00:00:00Z,18-51-HB01,Suisun Bay,delta smelt,1899-12-31T09:19:00Z,4.7,20.700000760000002,10580,5.96719677983027,NA,NA,NA,28.9999992,53.29999924,0.8999,Y,51,0.00765,5,2.592e-4,0.028803200355595065,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,EDSM,KDTR,2018,7,0185,2018-07-17T00:00:00Z,18-51-CF02,Suisun Bay,delta smelt,1899-12-31T11:22:00Z,15.7,21.39999962,4973,2.64676248408422,NA,NA,NA,46.0000008,50.90000153,0.9112,Y,48,NA,113,0.0027778,0.3048507462686567,2,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,51,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0
136,EDSM,KDTR,2018,8,0186,2018-08-20T00:00:00Z,19-04-SM01,Suisun Marsh,delta smelt,1899-12-31T09:40:00Z,7.2,21.39999962,5514,2.95741640576062,NA,NA,NA,46.0000008,40.5,0.4423,Y,40,0.00513,499,0.0040063,0.905787926746552,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0
137,EDSM,KDTR,2018,8,0187,2018-08-20T00:00:00Z,19-04-SM01,Suisun Marsh,delta smelt,1899-12-31T09:56:00Z,7.3,21.5,5655,3.03879134331763,NA,NA,NA,43.0000007,31.5,0.6301,Y,46,0.00461,412,0.0042913,0.6810506268846215,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0
138,EDSM,KDTR,2018,8,0188,2018-08-21T00:00:00Z,19-04-GB01,Suisun Marsh,delta smelt,1899-12-31T08:06:00Z,2.4,20.299999239999998,10921,6.17520320386136,NA,NA,NA,41.9999987,NA,1.3268,Y,55,0.00701,17,0.001025340822606056,0.07727922992207235,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,EDSM,KDTR,2018,9,0189,2018-09-06T00:00:00Z,19-06-SM04,Suisun Marsh,delta smelt,1899-12-31T11:58:00Z,9.6,19.700000760000002,9519,5.32391160771235,NA,NA,NA,20.9999993,105,1.7034,Y,55,0.0076,20,0.0014233,0.08355641657860749,1,2,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,EDSM,KDTR,2018,9,0190,2018-09-07T00:00:00Z,19-06-GB01,Suisun Marsh,delta smelt,1899-12-31T08:27:00Z,2.6,19.299999239999998,12772,7.31429027593927,NA,NA,NA,18.9999998,76.09999847,0.8565,Y,52,0.0037,6,2.8499999999999998e-5,0.003327495621716287,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,EDSM,KDTR,2018,8,0297,2018-08-14T00:00:00Z,19-03-SM05,Suisun Marsh,delta smelt,1899-12-31T12:51:00Z,6.6,21.5,5701,3.06537457226134,NA,NA,NA,30.0000012,54.90000153,0.6864,Y,44,0.0042,111,0.0034661,0.5049679487179487,3,2,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0
142,EDSM,KDTR,2018,8,0298,2018-08-13T00:00:00Z,19-03-SM03,Suisun Marsh,delta smelt,1899-12-31T11:46:00Z,4.7,21.60000038,7849,4.3243058703925,NA,NA,NA,34.0000004,56.29999924,0.943,Y,48,NA,263,0.0028202,0.299066808059385,2,2,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,213,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
143,EDSM,KDTR,2018,7,0299,2018-07-02T00:00:00Z,18-49-CF01,Suisun Bay,delta smelt,1899-12-31T11:23:00Z,15.4,21.299999239999998,5601,3.00760706239202,NA,NA,NA,46.9999999,44.90000153,0.4079,Y,38,0.00296,37,0.0017967999999999999,0.44050012257906346,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
