DOPLogNumber,Project,GearType,Year,Month,Date,Station,Region,SerialNumber,Species,Time,Depth,TempSurf,CondSurf,PPTSurf,TempBott,CondBott,PPTBott,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus copepodid,Eurytemora copepodid,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids
0364,ELS,MWT,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L0061,Delta Smelt,12:49,9.94,17.6,752,0.35,,,,25,57.9,0.0054,Y,13.6,,2,0.0000274000,0.507407407,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0365,ELS,MANT,2019,4,23-Apr-19,19-39-SC01,Sac DW Ship Channel,L0443,Delta Smelt,10:31,1.50,18.7,830,0.39,,,,24,53.7,0.0130,Y,16,,5,0.0000280000,0.215384615,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0366,ELS,20mm,2019,4,23-Apr-19,19-39-SC03,Sac DW Ship Channel,L0053,Delta Smelt,11:00,6.55,18.7,880,0.41,,,,25,288.0,0.0110,Y,15,,1,0.0000707000,0.642727273,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0367,ELS,20mm,2019,4,23-Apr-19,19-39-SC03,Sac DW Ship Channel,L0055,Delta Smelt,11:00,6.55,18.7,880,0.41,,,,25,288.0,0.0168,Y,17,,4,0.0001312000,0.780952381,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0368,ELS,20mm,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L0091,Delta Smelt,12:27,,17.4,730,0.34,,,,35,47.7,0.0136,N,15,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0369,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L0131,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.0030,Y,11,,1,0.0000101000,0.336666667,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0370,ELS,20mm,2019,5,21-May-19,19-43-SC04,Sac DW Ship Channel,L0153,Delta Smelt,13:22,11.89,17.5,517,0.23,,,,45,31.5,0.0061,Y,12.5,,3,0.0000475000,0.778688525,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0371,ELS,20mm,2019,5,07-May-19,19-41-SC03,Sac DW Ship Channel,L0231,Delta Smelt,11:48,10.36,19.3,796,0.37,,,,49,20.4,0.0576,Y,22,,37,0.0011182000,1.941319444,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,0,0,0,0,0,0,0,0,4,0,0
0372,ELS,20mm,2019,4,23-Apr-19,19-39-SC01,Sac DW Ship Channel,L0268,Delta Smelt,10:04,11.28,18.4,890,0.42,,,,28,212.0,0.0270,Y,19,,2,0.0001414000,0.523703704,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0373,ELS,SEIN,2019,4,23-Apr-19,19-39-SC02,Sac DW Ship Channel,L0287,Delta Smelt,10:55,1.00,18.8,736,0.34,,,,,129.0,0.0647,Y,21,,15,0.0007666000,1.184853168,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
0374,ELS,20mm,2019,4,23-Apr-19,19-39-SC03,Sac DW Ship Channel,L0368,Delta Smelt,11:00,6.55,18.7,880,0.41,,,,25,288.0,0.0336,Y,19,,3,0.0000605000,0.180059524,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0375,ELS,20mm,2019,4,23-Apr-19,19-39-SC01,Sac DW Ship Channel,L0374,Delta Smelt,10:04,11.28,18.4,890,0.42,,,,28,212.0,0.0422,Y,20,,7,0.0003356000,0.795260664,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
0376,ELS,20mm,2019,4,04-Apr-19,19-36-DI04,Decker Island,L0448,Delta Smelt,11:42,10.45,13.8,137,0.06,,,,59,28.9,0.0016,Y,11,,2,0.0000274000,1.7125,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0377,ELS,20mm,2019,4,23-Apr-19,19-39-SC05,Sac DW Ship Channel,L0491,Delta Smelt,11:43,6.80,18.6,766,0.36,,,,30,161.0,0.0086,N,14,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0378,ELS,20mm,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L0526,Delta Smelt,12:49,10.30,17.5,734,0.34,,,,39,48.7,0.1022,Y,25,,1,0.0000444000,0.043444227,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0379,ELS,20mm,2019,5,21-May-19,19-43-SC01,Sac DW Ship Channel,L0530,Delta Smelt,10:06,11.67,17.9,864,0.41,,,,29,31.6,0.0084,Y,13,,2,0.0000943000,1.122619048,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0380,ELS,20mm,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L0537,Delta Smelt,12:49,10.30,17.5,734,0.34,,,,39,48.7,0.0271,Y,18,,10,0.0002352000,0.867896679,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0381,ELS,SEIN,2019,5,16-May-19,19-42-DI03,Decker Island,L0541,Delta Smelt,11:15,1.10,17.3,126,0.05,,,,,36.3,0.0738,N,23,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0382,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L0713,Delta Smelt,10:41,9.78,17.4,786,0.37,,,,29,46.9,0.0055,N,13,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0383,ELS,20mm,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L0828,Delta Smelt,12:27,,17.4,730,0.34,,,,35,47.7,0.0069,Y,13,,3,0.0000823000,1.192753623,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0384,ELS,20mm,2019,5,21-May-19,19-43-SC02,Sac DW Ship Channel,L0771,Delta Smelt,11:59,,17.4,773,0.36,,,,32,56.5,0.2486,Y,32,,46,0.0027834000,1.119629928,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36,0,0,0,0,0,3,0,0,0,0,0
0385,ELS,20mm,2019,5,07-May-19,19-41-SC04,Sac DW Ship Channel,L0860,Delta Smelt,11:18,11.98,18.9,724,0.34,,,,47,29.9,0.0111,Y,14,,4,0.0000846000,0.762162162,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0386,ELS,20mm,2019,5,21-May-19,19-43-SC01,Sac DW Ship Channel,L0886,Delta Smelt,10:06,11.67,17.9,864,0.41,,,,29,31.6,0.1299,Y,27,,6,0.0004084000,0.314395689,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0387,ELS,20mm,2019,5,21-May-19,19-43-SC02,Sac DW Ship Channel,L0982,Delta Smelt,11:35,13.66,17.4,786,0.37,,,,30,140.0,0.0081,Y,14,,4,0.0001228000,1.516049383,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0388,ELS,20mm,2019,5,21-May-19,19-43-SC02,Sac DW Ship Channel,L0991,Delta Smelt,11:35,13.66,17.4,786,0.37,,,,30,140.0,0.0089,N,15,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0389,ELS,20mm,2019,5,21-May-19,19-43-SC01,Sac DW Ship Channel,L1018,Delta Smelt,9:44,12.01,17.9,863,0.40,,,,24,30.0,0.0086,Y,13,,1,0.0000236000,0.274418605,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0390,ELS,20mm,2019,5,21-May-19,19-43-SC02,Sac DW Ship Channel,L1032,Delta Smelt,11:35,13.66,17.4,786,0.37,,,,30,140.0,0.1366,Y,27,,10,0.0004557000,0.333601757,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
0391,ELS,20mm,2019,5,21-May-19,19-43-SC01,Sac DW Ship Channel,L1049,Delta Smelt,9:44,12.01,17.9,863,0.40,,,,24,30.0,0.1029,Y,24,,8,0.0000992000,0.096404276,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0392,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L1067,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.1190,Y,26,,3,0.0001492000,0.125378151,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0393,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L1072,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.0448,Y,21,,9,0.0003349000,0.747544643,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0
0394,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L1102,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.1752,Y,29,,12,0.0004761000,0.271746575,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
0395,ELS,20mm,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L1236,Delta Smelt,12:27,,17.4,730,0.34,,,,35,47.7,0.1264,Y,26,,11,0.0004021430,0.318151118,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0
0396,ELS,20mm,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L1361,Delta Smelt,12:27,,17.4,730,0.34,,,,35,47.7,0.1327,Y,25,,22,0.0009651000,0.727279578,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0
0397,ELS,MANT,2019,5,21-May-19,19-43-SC01,Sac DW Ship Channel,L1374,Delta Smelt,9:41,2.00,17.8,854,0.40,,,,37,40.3,0.2150,Y,31,0.0019,22,0.0015083000,0.701534884,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0
0398,ELS,20mm,2019,5,21-May-19,19-43-SC01,Sac DW Ship Channel,L1378,Delta Smelt,10:06,11.67,17.9,864,0.41,,,,29,31.6,0.0198,Y,16,,2,0.0000504000,0.254545455,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0399,ELS,MANT,2019,5,21-May-19,19-43-SC05,Sac DW Ship Channel,L1382,Delta Smelt,11:00,1.40,17.9,856,0.40,,,,36,42.6,0.0892,Y,26,,22,0.0007213000,0.808632287,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
0400,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L1386,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.0196,Y,17,,4,0.0001456000,0.742857143,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0401,ELS,MANT,2019,5,30-May-19,19-44-GBSM25,Grizzly Bay/Suisun Marsh,L1712,Delta Smelt,10:02,1.60,18.8,272,0.12,,,,18,202.0,0.0010,N,12,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0402,ELS,SEIN,2019,5,07-May-19,19-41-SC06,Sac DW Ship Channel,L1730,Delta Smelt,8:51,1.00,18.1,751,0.35,,,,,40.0,0.0872,Y,24,,4,0.0000234000,0.026834862,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0403,ELS,20mm,2019,6,05-Jun-19,19-45-LSSC05,Sac DW Ship Channel,L2256,Delta Smelt,9:41,,21.3,443,0.20,,,,42,25.7,0.0440,Y,20,,6,0.0004038118,0.917754154,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0404,EDSM,20mm,2020,4,15-Apr-20,20-38-USSC02,Sac DW Ship Channel,L0357,Delta Smelt,11:12,9.57,16.6,1125,0.54,15.9,1120,0.54,76,8.1,0.0059,Y,15,,1,0.0000403000,0.683050847,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0405,EDSM,20mm,2020,5,11-May-20,20-42-LSSC01,Sac DW Ship Channel,L0082,Delta Smelt,9:54,12.13,19.6,578,0.26,,,,45,45.2,0.0151,Y,17.6,,3,0.0001650000,1.092715232,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
0406,EDSM,20mm,2020,5,11-May-20,20-42-LSSC04,Sac DW Ship Channel,L0767,Delta Smelt,12:18,10.33,20.1,735,0.34,,,,40,36.4,0.0092,Y,15.5,,4,0.0001044000,1.134782609,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0407,EDSM,20mm,2020,5,19-May-20,20-43-LSSC02,Sac DW Ship Channel,L0032,Delta Smelt,8:32,10.09,19.8,358,0.16,,,,30,52.3,0.1868,Y,30,0.0016,12,0.0007220000,0.386509636,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0408,EDSM,20mm,2020,5,19-May-20,20-43-LSSC08,Sac DW Ship Channel,L0624,Delta Smelt,11:12,8.29,19.7,678,0.31,,,,18,80.2,0.1260,Y,27,,4,0.0002828000,0.224444444,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0409,EDSM,20mm,2020,5,20-May-20,20-43-LSSC05,Sac DW Ship Channel,L0202,Delta Smelt,8:21,9.88,19.5,460,0.21,,,,20,55.5,0.1257,Y,27.6,0.0007,4,0.0002196000,0.174701671,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0410,EDSM,20mm,2020,5,22-May-20,20-43-LSSC05,Sac DW Ship Channel,L0007,Delta Smelt,8:40,10.00,19.5,459,0.21,,,,20,58.1,0.0215,Y,18.5,,6,0.0003294000,1.532093023,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0411,EDSM,20mm,2020,5,24-May-20,20-43-LSSC06,Sac DW Ship Channel,L0107,Delta Smelt,9:19,9.60,19.7,401,0.18,,,,29,49.4,0.2376,Y,33,,59,0.0029809000,1.254587542,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,46,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
0412,EDSM,20mm,2020,6,02-Jun-20,20-45-LSSC03,Sac DW Ship Channel,Vial 1,Delta Smelt,8:25,8.38,22.0,506,0.23,,,,27,48.2,0.4402,Y,38,0.0054,81,0.0029012000,0.659064062,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,1,0,1,0,23,0,0,0,0,0,11,0,0,0,0,0
0413,ELS,20mm,2019,4,23-Apr-19,19-39-SC01,Sac DW Ship Channel,L0437,Delta Smelt,10:04,11.28,18.4,890,0.42,,,,28,212.0,0.0242,Y,18,,4,0.0002828000,1.168595041,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0414,ELS,20mm,2019,4,23-Apr-19,19-39-SC05,Sac DW Ship Channel,L0490,Delta Smelt,11:43,6.80,18.6,766,0.36,,,,30,161.0,0.0146,Y,16,,2,0.0001414000,0.968493151,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0415,ELS,SEIN,2019,5,30-May-19,19-44-GBSM42,Grizzly Bay/Suisun Marsh,L1120,Delta Smelt,9:24,0.90,18.9,262,0.11,,,,,231.0,0.0357,Y,20,,9,0.0002642000,0.740056022,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0416,ELS,20mm,2019,5,21-May-19,19-43-SC03,Sac DW Ship Channel,L2142,Delta Smelt,11:03,10.09,17.4,789,0.37,,,,26,55.7,0.0556,Y,21,,22,0.0009003000,1.619244604,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,6,0,8,0,0,0,0,0,2,0,0,0,0,0
0417,EDSM,20mm,2020,4,09-Apr-20,20-37-USSC04,Sac DW Ship Channel,L0130,Delta Smelt,12:25,7.83,14.7,1080,0.51,14.6,1075,0.51,79,10.8,0.0032,Y,13.1,,3,0.0000557000,1.740625,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0418,EDSM,20mm,2020,4,20-Apr-20,20-39-USSC01,Sac DW Ship Channel,L0543,Delta Smelt,10:08,8.81,16.3,950,0.45,16.3,956,0.45,44,32.5,0.0061,Y,17.3,,2,0.0000459000,0.752459016,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0419,EDSM,20mm,2020,4,21-Apr-20,20-39-LSSC05,Sac DW Ship Channel,L0474,Delta Smelt,9:35,8.90,16.1,524,0.24,16.1,534,0.24,22,69.6,0.0160,Y,18,,4,0.0002524000,1.5775,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0420,EDSM,KT,2020,8,06-Aug-20,21-02-LSR03,Lower Sacramento,0207,Delta Smelt,10:14,9.30,21.9,2027,1.01,,,,60,22.6,0.9344,Y,51,0.0053,639,0.0067774000,0.725321062,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
0421,EDSM,KT,2020,7,08-Jul-20,20-50-LSR01,Lower Sacramento,0220,Delta Smelt,10:21,8.30,22.1,653,0.30,,,,44,57.4,0.7253,Y,42,0.0081,189,0.0049529000,0.682876051,2,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
0422,EDSM,KT,2020,7,08-Jul-20,20-50-LSR01,Lower Sacramento,0221,Delta Smelt,10:38,8.90,22.2,528,0.24,,,,56,33.8,0.5750,Y,42,0.0046,64,0.0040552000,0.705252174,2,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0423,EDSM,KT,2020,7,08-Jul-20,20-50-LSR01,Lower Sacramento,0222,Delta Smelt,10:21,8.30,22.1,653,0.30,,,,44,57.4,0.3273,Y,36,0.0034,69,0.0028669408,0.875936701,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,1,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0424,EDSM,KT,2020,7,09-Jul-20,20-50-RV02,Lower Sacramento,0223,Delta Smelt,9:02,10.60,22.3,689,0.32,,,,68,17.1,1.1451,Y,51,0.0054,65,0.0047721000,0.416740896,2,2,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
