DOPLogNumber,Project,GearType,Year,Month,Date,Station,Region,SerialNumber,Species,Time,Depth,TempSurf,CondSurf,PPTSurf,TempBott,CondBott,PPTBott,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus copepodid,Eurytemora copepodid,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids
0120,EDSM,KT,2018,8,14-Aug-18,19-03-LSSC01,Sac DW Ship Channel,0087,Delta Smelt,9:17,9.90,22.7,330,0.14,,,,65,19.1,0.5256,Y,44,,68,0.0039478071,0.751104855,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,3,0,0,0,0,30,15,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0121,EDSM,KT,2018,8,20-Aug-18,19-04-LSSC03,Sac DW Ship Channel,0088,Delta Smelt,9:59,10.10,22.6,580,0.26,,,,22,49.9,0.6380,Y,44,0.0047,34,0.0003275000,0.051332288,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0122,EDSM,KT,2018,8,20-Aug-18,19-04-LSSC05,Sac DW Ship Channel,0089,Delta Smelt,10:44,10.40,22.4,407,0.18,,,,40,34.3,0.5160,Y,43,0.0042,95,0.0007877000,0.152655039,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,1,0,0,0,0,34,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0123,EDSM,KT,2018,8,20-Aug-18,19-04-LSSC05,Sac DW Ship Channel,0090,Delta Smelt,10:59,10.40,22.7,395,0.18,,,,38,31.8,0.6743,Y,47,0.0035,95,0.0011633000,0.17251965,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,17,0,0,1,0,1,0,0,0,0,28,1,0,33,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
0124,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0091,Delta Smelt,13:03,4.20,21.4,325,0.14,,,,31,30.6,0.8433,Y,50,,1166,0.0116164000,1.377493182,4,3,0,0,0,0,0,158,0,0,0,58,0,0,0,0,0,2,0,0,0,0,4,0,0,2,30,0,0,2,0,4,0,0,0,0,406,20,0,436,0,8,4,6,0,0,0,0,0,0,2,24,0,0,0
0125,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0092,Delta Smelt,13:18,5.50,21.5,321,0.14,,,,40,29.4,0.9046,Y,48,,526,0.0085205000,0.941908026,4,4,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,2,23,0,0,0,1,0,0,0,0,0,238,29,0,119,0,4,1,17,0,0,0,0,0,0,3,38,0,0,0
0126,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0093,Delta Smelt,13:18,5.50,21.5,321,0.14,,,,40,29.4,0.9268,Y,50,0.0101,702,0.0078334000,0.845209322,4,4,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,2,0,2,0,0,0,0,138,26,0,188,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
0127,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0094,Delta Smelt,13:18,5.50,21.5,321,0.14,,,,40,29.4,0.7985,Y,47,0.0058,264,0.0051308000,0.64255479,3,4,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,99,49,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
0128,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0095,Delta Smelt,13:18,5.50,21.5,321,0.14,,,,40,29.4,0.5114,Y,44,0.0065,368,0.0052829000,1.033026985,4,4,0,0,0,0,0,8,0,1,0,49,0,0,0,0,0,59,1,0,0,0,2,0,0,5,53,0,0,0,0,1,0,0,0,0,44,4,0,105,0,3,2,21,0,0,0,0,0,2,2,6,0,0,0
0129,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0096,Delta Smelt,13:18,5.50,21.5,321,0.14,,,,40,29.4,0.7803,Y,47,0.0065,254,0.0088901549,1.139325252,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,46,28,0,5,0,3,0,47,0,0,0,0,0,3,2,12,0,0,2
0130,EDSM,KT,2018,8,27-Aug-18,19-05-LSSC05,Sac DW Ship Channel,0097,Delta Smelt,13:18,5.50,21.5,321,0.14,,,,40,29.4,0.7065,Y,48,0.0013,663,0.0045596141,0.645380625,4,4,0,0,0,0,0,24,0,0,0,428,0,0,0,0,0,4,1,0,0,0,0,0,0,7,16,0,0,2,0,0,0,0,3,0,19,9,0,81,0,0,3,1,0,0,0,0,0,5,4,55,0,0,1
0131,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0098,Delta Smelt,11:15,10.20,21.4,396,0.18,,,,36,29.6,0.9377,Y,55,0.0095,169,0.0029073000,0.310045857,3,4,0,0,0,0,0,19,0,0,0,49,0,0,0,0,0,1,0,0,0,0,3,0,0,3,22,0,0,0,1,0,0,0,3,0,16,8,0,19,0,5,0,15,0,0,0,0,0,0,0,5,0,0,0
0132,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0099,Delta Smelt,11:15,10.20,21.4,396,0.18,,,,36,29.6,0.9121,Y,52,0.0090,117,0.0045147000,0.494978621,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,5,0,3,0,16,0,44,0,0,0,0,0,0,0,0,0,0,0
0133,EDSM,KT,2018,7,09-Jul-18,18-50-LSSC01,Sac DW Ship Channel,0150,Delta Smelt,8:39,9.50,22.8,681,0.31,,,,36,36.6,1.1338,Y,49,0.0036,4,0.0001608141,0.014183641,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0134,EDSM,KT,2018,7,17-Jul-18,18-51-HB01,Suisun Bay,0184,Delta Smelt,9:19,4.70,20.7,10580,5.97,,,,29,53.3,0.8999,Y,51,0.0077,5,0.0002592000,0.0288032,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0135,EDSM,KT,2018,7,17-Jul-18,18-51-CF02,Suisun Bay,0185,Delta Smelt,11:22,15.70,21.4,4973,2.65,,,,46,50.9,0.9112,Y,48,,113,0.0027778000,0.304850746,2,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,51,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0
0136,EDSM,KT,2018,8,20-Aug-18,19-04-SM01,Suisun Marsh,0186,Delta Smelt,9:40,7.20,21.4,5514,2.96,,,,46,40.5,0.4423,Y,40,0.0051,499,0.0040063000,0.905787927,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0
0137,EDSM,KT,2018,8,20-Aug-18,19-04-SM01,Suisun Marsh,0187,Delta Smelt,9:56,7.30,21.5,5655,3.04,,,,43,31.5,0.6301,Y,46,0.0046,412,0.0042913000,0.681050627,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0
0138,EDSM,KT,2018,8,21-Aug-18,19-04-GB01,Suisun Marsh,0188,Delta Smelt,8:06,2.40,20.3,10921,6.18,,,,42,,1.3268,Y,55,0.0070,17,0.0010253408,0.07727923,1,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0139,EDSM,KT,2018,9,06-Sep-18,19-06-SM04,Suisun Marsh,0189,Delta Smelt,11:58,9.60,19.7,9519,5.32,,,,21,105.0,1.7034,Y,55,0.0076,20,0.0014233000,0.083556417,1,2,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0140,EDSM,KT,2018,9,07-Sep-18,19-06-GB01,Suisun Marsh,0190,Delta Smelt,8:27,2.60,19.3,12772,7.31,,,,19,76.1,0.8565,Y,52,0.0037,6,0.0000285000,0.003327496,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0141,EDSM,KT,2018,8,14-Aug-18,19-03-SM05,Suisun Marsh,0297,Delta Smelt,12:51,6.60,21.5,5701,3.07,,,,30,54.9,0.6864,Y,44,0.0042,111,0.0034661000,0.504967949,3,2,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0
0142,EDSM,KT,2018,8,13-Aug-18,19-03-SM03,Suisun Marsh,0298,Delta Smelt,11:46,4.70,21.6,7849,4.32,,,,34,56.3,0.9430,Y,48,,263,0.0028202000,0.299066808,2,2,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,213,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
0143,EDSM,KT,2018,7,02-Jul-18,18-49-CF01,Suisun Bay,0299,Delta Smelt,11:23,15.40,21.3,5601,3.01,,,,47,44.9,0.4079,Y,38,0.0030,37,0.0017968000,0.440500123,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0145,EDSM,KT,2018,8,13-Aug-18,19-03-LSR01,Lower Sacramento,0301,Delta Smelt,9:18,5.90,21.7,5775,3.11,,,,23,63.6,1.7524,Y,62,0.0069,16,0.0026389726,0.150591909,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0146,EDSM,KT,2018,8,22-Aug-18,19-04-LSR01,Lower Sacramento,0302,Delta Smelt,7:53,6.00,20.7,2392,1.21,,,,52,43.3,0.6347,Y,48,0.0036,5,0.0003561000,0.056105247,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0147,EDSM,KT,2018,8,22-Aug-18,19-04-LSR01,Lower Sacramento,0303,Delta Smelt,8:10,6.00,20.7,2108,1.05,,,,49,62.1,1.3059,Y,56,0.0081,3,0.0001478393,0.011320877,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0148,EDSM,KT,2018,8,22-Aug-18,19-04-LSR01,Lower Sacramento,0304,Delta Smelt,8:10,6.00,20.7,2108,1.05,,,,49,62.1,1.0520,Y,51,0.0048,3,0.0002055000,0.019534221,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0149,EDSM,KT,2018,8,22-Aug-18,19-04-LSR01,Lower Sacramento,0305,Delta Smelt,8:10,6.00,20.7,2108,1.05,,,,49,62.1,0.4425,Y,41,0.0048,6,0.0001033000,0.023344633,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0150,EDSM,KT,2018,8,22-Aug-18,19-04-LSR03,Lower Sacramento,0306,Delta Smelt,8:57,8.90,20.9,1046,0.50,,,,48,60.9,0.0376,Y,40,0.0021,2,0.0000434000,0.115548456,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0151,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0100,Delta Smelt,11:15,10.20,21.4,396,0.18,,,,36,29.6,0.8894,Y,50,0.0142,128,0.0114145563,1.28339963,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,21,34,0,15,0,4,0,12,0,0,0,0,0,0,0,9,0,0,3
0152,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0101,Delta Smelt,11:15,10.20,21.4,396,0.18,,,,36,29.6,0.9118,Y,55,0.0062,108,0.0028801141,0.315871257,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,13,14,0,31,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0
0153,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0102,Delta Smelt,11:15,10.20,21.4,396,0.18,,,,36,29.6,1.2596,Y,55,0.0119,154,0.0061641791,0.489375922,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,5,0,0,0,0,9,0,0,0,0,40,60,0,1,0,1,0,19,0,0,0,0,0,10,0,0,0,0,0
0154,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0103,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.5419,Y,43,0.0039,207,0.0046976791,0.866890407,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,3,54,0,0,0,0,3,0,0,1,0,43,41,0,33,0,1,2,13,0,0,0,0,0,0,0,5,0,0,1
0155,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0104,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.8408,Y,54,0.0080,165,0.0053280401,0.633686972,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,14,0,0,0,0,1,0,0,0,0,41,38,0,16,0,4,0,20,0,0,0,0,0,0,0,19,0,0,1
0156,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0105,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.6670,Y,47,0.0081,144,0.0059509726,0.892199785,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,31,0,0,0,0,6,0,0,0,0,9,21,0,0,0,2,0,49,0,0,0,0,0,0,0,11,0,0,1
0157,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0106,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.9433,Y,52,0.0083,99,0.0034990762,0.370939916,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,14,0,0,0,0,4,0,0,0,0,12,25,0,18,0,0,0,14,0,0,0,0,0,0,1,5,0,0,0
0158,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0107,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,1.0268,Y,53,0.0123,108,0.0112444409,1.095095528,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,13,25,0,2,0,3,0,32,0,0,0,0,0,1,0,17,0,0,1
0159,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0108,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.7284,Y,47,0.0048,169,0.0066090872,0.907343107,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,22,25,0,8,0,4,0,45,0,0,0,0,0,11,0,16,0,0,1
0160,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0109,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.8216,Y,50,0.0057,137,0.0041897000,0.509944012,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,1,0,16,8,0,27,0,4,2,39,0,0,0,0,0,0,0,14,0,0,0
0161,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0110,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.7544,Y,47,0.0070,123,0.0030310141,0.401778117,2,4,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,10,22,0,31,0,2,1,14,0,0,0,0,0,2,0,9,0,0,1
0162,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0111,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.7668,Y,49,0.0092,89,0.0037012118,0.482682815,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,1,0,0,8,0,0,0,0,2,0,0,0,0,4,16,0,16,0,1,2,31,0,0,0,0,0,0,0,0,0,0,0
0163,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0112,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.8697,Y,52,0.0056,77,0.0028997000,0.333413821,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,20,0,1,0,0,0,13,0,0,0,0,0,5,0,14,0,0,0
0164,EDSM,KT,2018,9,11-Sep-18,19-07-LSSC06,Sac DW Ship Channel,0118,Delta Smelt,8:48,3.10,21.3,351,0.15,,,,55,23.3,0.6711,Y,47,0.0059,83,0.0025776000,0.384085829,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,12,11,0,0,0,8,0,15,0,0,0,0,0,0,0,8,0,0,0
0165,EDSM,KT,2018,9,11-Sep-18,19-07-LSSC06,Sac DW Ship Channel,0119,Delta Smelt,8:48,3.10,21.3,351,0.15,,,,55,23.3,0.8734,Y,54,0.0057,53,0.0018107000,0.207316235,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,14,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0
0166,EDSM,KT,2018,9,11-Sep-18,19-07-LSSC06,Sac DW Ship Channel,0120,Delta Smelt,8:48,3.10,21.3,351,0.15,,,,55,23.3,0.8393,Y,51,0.0032,39,0.0014613896,0.174120048,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,11,8,0,2,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0
0167,EDSM,KT,2018,9,11-Sep-18,19-07-LSSC06,Sac DW Ship Channel,0121,Delta Smelt,8:48,3.10,21.3,351,0.15,,,,55,23.3,0.5624,Y,42,0.0036,26,0.0011472000,0.20398293,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,9,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0
0168,EDSM,KT,2018,9,20-Sep-18,19-08-LSSC03,Sac DW Ship Channel,0122,Delta Smelt,8:25,10.00,20.2,418,0.19,,,,45,18.8,0.6522,Y,48,0.0044,14,0.0004227000,0.064811408,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0169,EDSM,KT,2018,9,20-Sep-18,19-08-LSSC03,Sac DW Ship Channel,0123,Delta Smelt,8:25,10.00,20.2,418,0.19,,,,45,18.8,0.9186,Y,51,0.0049,19,0.0008189000,0.089146527,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0
0170,EDSM,KT,2018,9,26-Sep-18,19-09-LSSC05,Sac DW Ship Channel,0124,Delta Smelt,10:17,10.20,20.7,388,0.17,,,,32,40.5,1.0420,Y,50,0.0081,82,0.0024199000,0.232236084,3,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,15,11,0,14,0,4,0,16,0,0,0,0,0,4,0,0,0,0,0
0171,EDSM,KT,2018,9,26-Sep-18,19-09-LSSC05,Sac DW Ship Channel,0125,Delta Smelt,10:17,10.20,20.7,388,0.17,,,,32,40.5,0.8987,Y,48,0.0127,149,0.0041401000,0.460676533,4,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,17,0,0,0,0,1,0,0,1,31,0,0,0,0,2,0,0,0,0,19,23,0,12,0,0,0,19,0,0,0,0,0,10,0,6,1,0,0
0172,EDSM,KT,2018,9,26-Sep-18,19-09-LSSC05,Sac DW Ship Channel,0126,Delta Smelt,10:17,10.20,20.7,388,0.17,,,,32,40.5,0.7555,Y,45,0.0048,128,0.0037026000,0.490086036,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,22,0,0,0,2,0,0,0,1,0,24,33,0,11,0,0,0,9,0,0,0,0,0,0,0,21,0,0,0
0173,EDSM,KT,2018,9,26-Sep-18,19-09-LSSC05,Sac DW Ship Channel,0127,Delta Smelt,10:17,10.20,20.7,388,0.17,,,,32,40.5,0.5645,Y,42,0.0061,87,0.0006199000,0.109813995,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,41,0,0,0,1,0,0,0,0,0,2,1,0,27,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0
0174,EDSM,KT,2018,9,26-Sep-18,19-09-LSSC05,Sac DW Ship Channel,0128,Delta Smelt,10:17,10.20,20.7,388,0.17,,,,32,40.5,0.8916,Y,49,,134,0.0041068000,0.460610139,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,18,0,0,0,0,3,0,0,0,0,16,31,0,19,0,2,3,15,0,0,0,0,0,2,0,15,0,0,0
0175,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0129,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,1.0312,Y,51,0.0087,140,0.0022470000,0.217901474,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,58,0,0,0,2,0,0,0,1,0,4,9,0,22,0,0,0,2,0,0,0,0,0,0,0,34,0,0,0
0176,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0130,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,1.4530,Y,56,0.0104,85,0.0017313000,0.119153476,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,1,5,0,0,0,2,0,0,0,0,0,43,6,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0177,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0131,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,0.9314,Y,48,0.0058,105,0.0019695000,0.211455873,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,1,0,14,12,0,21,0,0,0,3,0,0,0,0,0,3,0,17,0,0,0
0178,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0132,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,0.6111,Y,44,0.0056,126,0.0035879795,0.587134599,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,40,15,0,0,0,0,0,14,0,0,0,0,0,0,0,20,0,0,1
0179,EDSM,KT,2018,9,27-Sep-18,19-09-LSSC02,Sac DW Ship Channel,0133,Delta Smelt,9:21,10.60,20.8,431,0.19,,,,39,33.4,0.5093,Y,44,0.0048,121,0.0019705000,0.386903593,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,18,8,0,7,0,0,0,5,0,0,0,0,0,0,0,22,0,0,0
